tanggal,kecamatan,produk,kategori_produk,jenis_pelanggan,channel_penjualan,jumlah_terjual,harga_satuan,total_penjualan,suhu_udara_celsius,musim,hari_libur,promo_aktif,stok_awal,stok_sisa,jarak_pengiriman_km,biaya_distribusi,metode_pembayaran,rating_pelanggan
2025-06-15,Ampel,Susu Segar,Susu Cair,Pasar Tradisional,Offline,77,,,28.8,Kemarau,Ya,Tidak,94,22,14,7260,Tunai,4.3
2025-06-15,Cepogo,Susu Segar,Susu Cair,Warung,Offline,80,11175.0,894000.0,28.8,Kemarau,Ya,Tidak,141,60,20,10900,QRIS,3.8
2025-06-16,Selo,Susu Segar,Susu Cair,Warung,Titip Jual,65,11575.0,752375.0,26.3,Kemarau,Tidak,Tidak,84,21,22,11441,QRIS,4.8
2025-06-16,Selo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,52,12004.0,624208.0,26.3,Kemarau,Tidak,Tidak,118,68,23,11564,QRIS,3.7
2025-06-18,Selo,Es Krim,Snack,Pasar Tradisional,Titip Jual,64,,,26.8,Kemarau,Ya,Tidak,87,26,23,10618,QRIS,4.1
2025-06-18,Musuk,Susu Segar,Susu Cair,Restoran/Kafe,Offline,84,11160.0,937440.0,26.8,Kemarau,Ya,Ya,160,78,16,7177,Transfer,4.5
2025-06-18,Selo,Keju Mozzarella,Olahan,Pasar Tradisional,Offline,51,28036.0,1429836.0,26.8,Kemarau,Ya,Tidak,102,53,21,10884,QRIS,4.1
2025-06-19,Ampel,Susu Segar,Susu Cair,Restoran/Kafe,Titip Jual,90,12147.0,1093230.0,29.2,Kemarau,Tidak,Tidak,152,60,15,8125,QRIS,4.4
2025-06-20,Musuk,Permen Susu,Snack,Pasar Tradisional,Offline,33,4991.0,164703.0,28.5,Kemarau,Tidak,Tidak,103,72,16,8025,Transfer,5.0
2025-06-21,Musuk,Yogurt,Olahan,Pasar Tradisional,Online,24,10028.0,240672.0,27.7,Kemarau,Ya,Tidak,43,20,16,7778,Tunai,4.6
2025-06-21,Cepogo,Susu UHT,Susu Cair,Pasar Tradisional,Online,37,8791.0,325267.0,27.7,Kemarau,Ya,Tidak,65,31,15,8272,Tunai,4.6
2025-06-21,Musuk,Yogurt,Olahan,Toko Modern,Offline,45,9877.0,444465.0,27.7,Kemarau,Ya,Tidak,73,28,14,7426,QRIS,4.3
2025-06-22,Cepogo,Permen Susu,Snack,Warung,Titip Jual,35,5155.0,180425.0,27.6,Kemarau,Ya,Tidak,107,73,18,9270,Transfer,3.8
2025-06-22,Cepogo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,75,12370.0,927750.0,27.6,Kemarau,Ya,Tidak,123,45,19,9710,Transfer,4.2
2025-06-22,Ampel,Es Krim,Snack,Warung,Offline,43,7078.0,304354.0,27.6,Kemarau,Ya,Tidak,66,27,14,6788,Tunai,3.3
2025-06-22,Mojosongo,Es Krim,Snack,Warung,Offline,50,7014.0,350700.0,27.6,Kemarau,Ya,Tidak,69,23,4,3628,QRIS,4.5
2025-06-23,Mojosongo,Susu Segar,Susu Cair,Warung,Offline,81,11890.0,963090.0,29.3,Kemarau,Tidak,Tidak,125,42,6,4052,QRIS,4.8
2025-06-23,Mojosongo,Permen Susu,Snack,Warung,Offline,34,,,29.3,Kemarau,Tidak,Tidak,97,67,11,6499,Transfer,3.6
2025-06-23,Cepogo,Yogurt,Olahan,Pasar Tradisional,Titip Jual,44,9300.0,409200.0,29.3,Kemarau,Tidak,Ya,101,54,21,11221,Transfer,4.1
2025-06-23,Ampel,Keju Mozzarella,Olahan,Restoran/Kafe,Titip Jual,45,27722.0,1247490.0,29.3,Kemarau,Tidak,Tidak,81,35,12,7837,Transfer,3.7
2025-06-24,Selo,Yogurt,Olahan,Toko Modern,Offline,55,8200.0,451000.0,27.5,Kemarau,Tidak,Ya,86,30,26,12133,Tunai,4.3
2025-06-24,Cepogo,Yogurt,Olahan,Restoran/Kafe,Offline,61,9748.0,594628.0,27.5,Kemarau,Tidak,Tidak,122,58,18,8492,QRIS,4.6
2025-06-24,Musuk,Yogurt,Olahan,Restoran/Kafe,Offline,46,9631.0,443026.0,27.5,Kemarau,Tidak,Tidak,112,67,16,8660,QRIS,4.0
2025-06-25,Mojosongo,Susu Segar,Susu Cair,Warung,Offline,69,11585.0,799365.0,28.2,Kemarau,Ya,Tidak,143,75,8,5591,Tunai,3.8
2025-06-25,Boyolali Kota,Susu Segar,Susu Cair,Toko Modern,Titip Jual,76,11861.0,901436.0,28.2,Kemarau,Ya,Tidak,95,23,2,2795,Transfer,4.1
2025-06-25,Cepogo,Es Krim,Snack,Warung,Offline,54,7025.0,379350.0,28.2,Kemarau,Ya,Tidak,83,31,18,8869,QRIS,4.3
2025-06-26,Boyolali Kota,Susu UHT,Susu Cair,Restoran/Kafe,Offline,43,7904.0,339872.0,26.1,Kemarau,Tidak,Ya,70,27,4,3052,QRIS,3.8
2025-06-26,Selo,Susu UHT,Susu Cair,Warung,Offline,37,8537.0,315869.0,26.1,Kemarau,Tidak,Tidak,100,60,23,10978,QRIS,4.4
2025-06-26,Selo,Permen Susu,Snack,Warung,Offline,24,5018.0,120432.0,26.1,Kemarau,Tidak,Tidak,84,58,22,10887,Tunai,4.3
2025-06-26,Musuk,  Susu UHT  ,Susu Cair,Warung,Offline,42,8368.0,351456.0,26.1,Kemarau,Tidak,Tidak,99,56,14,7577,Tunai,3.6
2025-06-27,Boyolali Kota,Keju Mozzarella,Olahan,Warung,Titip Jual,27,28894.0,780138.0,26.4,Kemarau,Tidak,Tidak,48,21,4,3364,Tunai,4.0
2025-06-27,Cepogo,Susu Segar,Susu Cair,Pasar Tradisional,Online,71,11841.0,840711.0,26.4,Kemarau,Tidak,Tidak,113,43,14,7027,Tunai,4.0
2025-06-27,Boyolali Kota,Permen Susu,Snack,Pasar Tradisional,Titip Jual,47,5044.0,237068.0,26.4,Kemarau,Tidak,Tidak,80,34,5,4645,QRIS,4.6
2025-06-28,Boyolali Kota,Susu Segar,Susu Cair,Pasar Tradisional,Offline,60,12352.0,741120.0,25.4,Kemarau,Ya,Tidak,101,45,6,4228,QRIS,4.0
2025-06-29,Cepogo,Yogurt,Olahan,Restoran/Kafe,Offline,72,9867.0,710424.0,28.7,Kemarau,Ya,Tidak,123,48,18,9903,Tunai,4.2
2025-06-29,Cepogo,Yogurt,Olahan,Pasar Tradisional,Offline,63,10269.0,646947.0,28.7,Kemarau,Ya,Tidak,123,60,18,8193,Tunai,4.5
2025-06-30,Ampel,Susu Segar,Susu Cair,Pasar Tradisional,Offline,65,11857.0,770705.0,26.6,Kemarau,Ya,Tidak,131,63,13,6311,Tunai,4.3
2025-06-30,Cepogo,Keju Mozzarella,Olahan,Toko Modern,Offline,38,28088.0,1067344.0,26.6,Kemarau,Ya,Tidak,101,67,19,8977,Tunai,4.7
2025-07-01,Ampel,Keju Mozzarella,Olahan,Restoran/Kafe,Offline,44,27103.0,1192532.0,27.2,Kemarau,Tidak,Tidak,87,41,13,6770,QRIS,4.1
2025-07-01,Mojosongo,Es Krim,Snack,Warung,Titip Jual,48,6940.0,333120.0,27.2,Kemarau,Tidak,Tidak,122,77,7,4432,Tunai,4.7
2025-07-01,Selo,Susu Segar,Susu Cair,Toko Modern,Offline,65,12753.0,828945.0,27.2,Kemarau,Tidak,Tidak,102,38,22,11646,QRIS,3.9
2025-07-02,Boyolali Kota,Susu Segar,Susu Cair,Restoran/Kafe,Offline,102,11160.0,1138320.0,30.7,Kemarau,Tidak,Ya,163,63,7,4070,Tunai,3.0
2025-07-02,Ampel,  Susu Segar  ,Susu Cair,Toko Modern,Online,81,12095.0,979695.0,30.7,Kemarau,Tidak,Tidak,99,16,11,6347,Tunai,3.9
2025-07-03,Ampel,Susu Segar,Susu Cair,Warung,Online,58,12251.0,710558.0,26.5,Kemarau,Tidak,Tidak,107,46,14,7744,Tunai,4.5
2025-07-03,Ampel,Susu UHT,Susu Cair,Warung,Titip Jual,24,8502.0,204048.0,26.5,Kemarau,Tidak,Tidak,65,45,14,6638,Tunai,4.2
2025-07-03,Cepogo,Permen Susu,Snack,Toko Modern,Offline,46,4100.0,188600.0,26.5,Kemarau,Tidak,Ya,97,51,17,9484,Tunai,3.7
2025-07-04,Mojosongo,Susu UHT,Susu Cair,Toko Modern,Online,55,8392.0,461560.0,27.2,Kemarau,Tidak,Tidak,104,54,10,6236,Tunai,3.7
2025-07-04,Selo,Permen Susu,Snack,Warung,Offline,35,4650.0,162750.0,27.2,Kemarau,Tidak,Ya,62,32,20,9533,Transfer,4.8
2025-07-05,Musuk,Yogurt,Olahan,Warung,Offline,44,9431.0,414964.0,30.9,Kemarau,Ya,Tidak,93,50,15,7937,Tunai,4.3
2025-07-05,Cepogo,Susu Segar,Susu Cair,Toko Modern,Offline,119,9840.0,1170960.0,30.9,Kemarau,Ya,Ya,179,57,20,9583,QRIS,4.3
2025-07-05,Musuk,Es Krim,Snack,Pasar Tradisional,Offline,80,7058.0,564640.0,30.9,Kemarau,Ya,Tidak,120,44,14,6739,Tunai,4.2
2025-07-06,Mojosongo,Susu UHT,Susu Cair,Restoran/Kafe,Offline,35,8029.0,281015.0,30.7,Kemarau,Ya,Tidak,59,29,6,4518,Tunai,4.1
2025-07-06,Boyolali Kota,Keju Mozzarella,Olahan,Pasar Tradisional,Online,55,27854.0,1531970.0,30.7,Kemarau,Ya,Tidak,124,70,5,4295,Transfer,4.6
2025-07-06,Cepogo,Susu Segar,Susu Cair,Warung,Offline,92,12132.0,1116144.0,30.7,Kemarau,Ya,Tidak,111,19,17,8284,QRIS,3.2
2025-07-07,Musuk,Susu UHT,Susu Cair,Toko Modern,Titip Jual,41,8664.0,355224.0,27.8,Kemarau,Tidak,Tidak,70,28,16,8144,QRIS,4.8
2025-07-07,Cepogo,Susu UHT,Susu Cair,Toko Modern,Offline,51,8591.0,438141.0,27.8,Kemarau,Tidak,Tidak,70,16,18,10018,QRIS,4.0
2025-07-07,Ampel,Permen Susu,Snack,Pasar Tradisional,Titip Jual,37,5040.0,186480.0,27.8,Kemarau,Tidak,Tidak,115,80,13,7664,Tunai,4.5
2025-07-08,Musuk,Yogurt,Olahan,Warung,Offline,39,9830.0,383370.0,29.7,Kemarau,Tidak,Tidak,85,43,18,8250,Tunai,4.4
2025-07-08,Cepogo,Susu Segar,Susu Cair,Warung,Titip Jual,73,12296.0,897608.0,29.7,Kemarau,Tidak,Tidak,119,44,16,8029,Tunai,4.9
2025-07-08,Mojosongo,Yogurt,Olahan,Warung,Offline,48,9768.0,468864.0,29.7,Kemarau,Tidak,Tidak,89,43,9,5134,Tunai,4.4
2025-07-09,Boyolali Kota,Susu Segar,Susu Cair,Warung,Offline,74,11542.0,854108.0,30.4,Kemarau,Tidak,Tidak,117,41,3,3512,Tunai,3.1
2025-07-09,Ampel,Susu Segar,Susu Cair,Pasar Tradisional,Titip Jual,93,11934.0,1109862.0,30.4,Kemarau,Tidak,Tidak,165,70,14,7592,Transfer,3.4
2025-07-09,Boyolali Kota,Es Krim,Snack,Pasar Tradisional,Online,69,7090.0,489210.0,30.4,Kemarau,Tidak,Tidak,148,84,6,3535,Transfer,4.1
2025-07-10,Mojosongo,Permen Susu,Snack,Pasar Tradisional,Titip Jual,21,5075.0,106575.0,25.4,Kemarau,Tidak,Tidak,90,71,7,3966,Transfer,4.6
2025-07-10,Cepogo,Es Krim,Snack,Warung,Offline,79,7069.0,558451.0,25.4,Kemarau,Tidak,Tidak,141,65,12,6923,Tunai,3.9
2025-07-10,Musuk,Permen Susu,Snack,Restoran/Kafe,Online,41,5093.0,208813.0,25.4,Kemarau,Tidak,Tidak,78,37,17,8642,Tunai,5.0
2025-07-10,Ampel,Keju Mozzarella,Olahan,Pasar Tradisional,Online,19,27172.0,516268.0,25.4,Kemarau,Tidak,Tidak,50,31,13,6480,Transfer,4.3
2025-07-11,Boyolali Kota,Susu UHT,Susu Cair,Warung,Offline,36,8429.0,303444.0,26.8,Kemarau,Tidak,Tidak,65,28,2,2136,Tunai,4.1
2025-07-11,Boyolali Kota,Keju Mozzarella,Olahan,Restoran/Kafe,Offline,29,28067.0,813943.0,26.8,Kemarau,Tidak,Tidak,51,26,6,3450,Transfer,4.1
2025-07-11,Boyolali Kota,Yogurt,Olahan,Pasar Tradisional,Offline,36,10000.0,360000.0,26.8,Kemarau,Tidak,Tidak,89,50,8,5918,Transfer,5.0
2025-07-11,Selo,Yogurt,Olahan,Warung,Titip Jual,34,9706.0,330004.0,26.8,Kemarau,Tidak,Tidak,96,62,20,7958,Tunai,3.5
2025-07-12,Boyolali Kota,Susu UHT,Susu Cair,Restoran/Kafe,Offline,59,7904.0,466336.0,27.9,Kemarau,Ya,Ya,119,59,9,5032,QRIS,4.3
2025-07-12,Mojosongo,Susu Segar,Susu Cair,Warung,Online,69,11997.0,827793.0,27.9,Kemarau,Ya,Tidak,140,69,5,3325,Tunai,4.2
2025-07-12,Boyolali Kota,Susu Segar,Susu Cair,Restoran/Kafe,Offline,90,12121.0,1090890.0,27.9,Kemarau,Ya,Tidak,156,68,2,3515,Transfer,5.0
2025-07-12,Mojosongo,Yogurt,Olahan,Pasar Tradisional,Online,27,9679.0,261333.0,27.9,Kemarau,Ya,Tidak,59,34,8,4691,Tunai,4.6
2025-07-13,Cepogo,Keju Mozzarella,Olahan,Toko Modern,Offline,62,22960.0,1423520.0,30.5,Kemarau,Ya,Ya,95,30,17,9337,QRIS,4.6
2025-07-13,Boyolali Kota,Es Krim,Snack,Toko Modern,Offline,67,7026.0,470742.0,30.5,Kemarau,Ya,Tidak,113,47,5,3966,Tunai,3.9
2025-07-14,Musuk,Permen Susu,Snack,Pasar Tradisional,Offline,33,4650.0,153450.0,28.6,Kemarau,Tidak,Ya,52,23,16,8385,Transfer,4.4
2025-07-14,Selo,Es Krim,Snack,Restoran/Kafe,Offline,72,7111.0,511992.0,28.6,Kemarau,Tidak,Tidak,126,56,20,9865,QRIS,4.2
2025-07-14,Musuk,Yogurt,Olahan,Pasar Tradisional,Offline,49,9792.0,479808.0,28.6,Kemarau,Tidak,Tidak,105,56,18,8761,QRIS,4.0
2025-07-15,Ampel,Susu UHT,Susu Cair,Warung,Offline,58,8549.0,495842.0,27.2,Kemarau,Tidak,Tidak,105,48,7,3609,QRIS,4.6
2025-07-15,Cepogo,Yogurt,Olahan,Pasar Tradisional,Online,62,9928.0,615536.0,27.2,Kemarau,Tidak,Tidak,91,29,16,8853,QRIS,3.1
2025-07-15,Ampel,Susu UHT,Susu Cair,Restoran/Kafe,Titip Jual,36,7904.0,284544.0,27.2,Kemarau,Tidak,Ya,83,44,13,7062,QRIS,4.3
2025-07-16,Cepogo,Yogurt,Olahan,Toko Modern,Online,59,9740.0,574660.0,28.8,Kemarau,Tidak,Tidak,123,67,22,11321,Tunai,4.9
2025-07-16,Selo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,69,11897.0,820893.0,28.8,Kemarau,Tidak,Tidak,122,52,24,12748,Tunai,4.7
2025-07-16,Cepogo,Yogurt,Olahan,Pasar Tradisional,Online,54,9982.0,539028.0,28.8,Kemarau,Tidak,Tidak,81,25,20,9259,Tunai,4.6
2025-07-16,Ampel,Permen Susu,Snack,Warung,Offline,42,4684.0,196728.0,28.8,Kemarau,Tidak,Tidak,102,62,12,7701,Tunai,3.6
2025-07-17,Musuk,Yogurt,Olahan,Toko Modern,Offline,40,8200.0,328000.0,25.2,Kemarau,Tidak,Ya,79,36,16,8327,Tunai,4.0
2025-07-17,Ampel,Susu Segar,Susu Cair,Pasar Tradisional,Titip Jual,62,11854.0,734948.0,25.2,Kemarau,Tidak,Tidak,140,76,11,5834,Transfer,4.2
2025-07-17,Ampel,Yogurt,Olahan,Pasar Tradisional,Offline,32,9820.0,314240.0,25.2,Kemarau,Tidak,Tidak,96,66,14,9395,Transfer,4.6
2025-07-18,Ampel,Susu Segar,Susu Cair,Toko Modern,Offline,78,11830.0,922740.0,29.0,Kemarau,Tidak,Tidak,102,29,17,8205,Transfer,4.0
2025-07-18,Cepogo,Keju Mozzarella,Olahan,Pasar Tradisional,Online,36,27443.0,987948.0,29.0,Kemarau,Tidak,Tidak,77,42,16,7698,Tunai,3.9
2025-07-19,Selo,Susu UHT,Susu Cair,Pasar Tradisional,Offline,43,8734.0,375562.0,28.3,Kemarau,Ya,Tidak,62,21,22,10075,Tunai,4.2
2025-07-19,Cepogo,Susu UHT,Susu Cair,Pasar Tradisional,Offline,48,8617.0,413616.0,28.3,Kemarau,Ya,Tidak,77,31,12,6754,Tunai,4.4
2025-07-20,Musuk,Keju Mozzarella,Olahan,Warung,Online,50,27970.0,1398500.0,28.8,Kemarau,Ya,Tidak,116,65,19,9284,Tunai,4.2
2025-07-20,Mojosongo,Permen Susu,Snack,Warung,Offline,27,5357.0,144639.0,28.8,Kemarau,Ya,Tidak,104,75,11,6617,Tunai,4.0
2025-07-20,Musuk,Susu Segar,Susu Cair,Toko Modern,Online,108,9840.0,1062720.0,28.8,Kemarau,Ya,Ya,187,80,19,10829,Tunai,4.6
2025-07-21,Ampel,Es Krim,Snack,Warung,Offline,56,6819.0,381864.0,29.1,Kemarau,Tidak,Tidak,108,53,12,5097,QRIS,4.2
2025-07-21,Mojosongo,Permen Susu,Snack,Pasar Tradisional,Offline,31,5111.0,158441.0,29.1,Kemarau,Tidak,Tidak,53,22,5,3486,QRIS,4.0
2025-07-21,Cepogo,Yogurt,Olahan,Restoran/Kafe,Offline,71,10291.0,730661.0,29.1,Kemarau,Tidak,Tidak,99,33,16,8794,QRIS,5.0
2025-07-21,Ampel,Permen Susu,Snack,Warung,Offline,27,5110.0,137970.0,29.1,Kemarau,Tidak,Tidak,104,79,13,7409,Tunai,3.3
2025-07-22,Ampel,Susu Segar,Susu Cair,Pasar Tradisional,Offline,56,11996.0,671776.0,26.1,Kemarau,Tidak,Tidak,84,29,14,5495,Transfer,4.7
2025-07-22,Selo,Permen Susu,Snack,Restoran/Kafe,Offline,37,5167.0,191179.0,26.1,Kemarau,Tidak,Tidak,70,31,25,11922,Tunai,3.8
2025-07-22,Cepogo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,56,11866.0,664496.0,26.1,Kemarau,Tidak,Tidak,86,31,18,9196,QRIS,5.0
2025-07-23,Musuk,Susu Segar,Susu Cair,Toko Modern,Offline,64,11554.0,739456.0,28.2,Kemarau,Tidak,Tidak,90,23,17,9329,Tunai,4.6
2025-07-23,Mojosongo,Es Krim,Snack,Pasar Tradisional,Titip Jual,61,7021.0,428281.0,28.2,Kemarau,Tidak,Tidak,108,44,10,4110,Tunai,3.7
2025-07-24,Selo,Yogurt,Olahan,Toko Modern,Offline,42,8200.0,344400.0,28.5,Kemarau,Tidak,Ya,115,78,22,9611,Tunai,5.0
2025-07-24,Ampel,Permen Susu,Snack,Toko Modern,Offline,11,4938.0,54318.0,28.5,Kemarau,Tidak,Tidak,56,50,13,6736,QRIS,4.0
2025-07-24,Ampel,Permen Susu,Snack,Restoran/Kafe,Online,24,4650.0,111600.0,28.5,Kemarau,Tidak,Ya,90,65,16,9440,Tunai,3.4
2025-07-24,Boyolali Kota,Keju Mozzarella,Olahan,Restoran/Kafe,Offline,39,27758.0,1082562.0,28.5,Kemarau,Tidak,Tidak,104,70,2,2070,Transfer,4.5
2025-07-25,Mojosongo,Keju Mozzarella,Olahan,Warung,Offline,30,28142.0,844260.0,28.4,Kemarau,Tidak,Tidak,79,52,8,4901,Tunai,4.5
2025-07-25,Selo,Keju Mozzarella,Olahan,Toko Modern,Offline,14,27124.0,379736.0,28.4,Kemarau,Tidak,Tidak,87,75,20,9735,Tunai,3.3
2025-07-25,Selo,Yogurt,Olahan,Pasar Tradisional,Titip Jual,29,9881.0,286549.0,28.4,Kemarau,Tidak,Tidak,44,15,22,10554,QRIS,4.6
2025-07-25,Mojosongo,Susu Segar,Susu Cair,Restoran/Kafe,Offline,79,11680.0,922720.0,28.4,Kemarau,Tidak,Tidak,142,68,7,4677,QRIS,4.6
2025-07-26,Mojosongo,Yogurt,Olahan,Restoran/Kafe,Titip Jual,54,9748.0,526392.0,25.5,Kemarau,Ya,Tidak,125,73,8,3504,Tunai,4.5
2025-07-26,Cepogo,Susu Segar,Susu Cair,Toko Modern,Offline,56,11726.0,656656.0,25.5,Kemarau,Ya,Tidak,79,21,16,8446,Transfer,4.3
2025-07-26,Cepogo,Susu UHT,Susu Cair,Toko Modern,Titip Jual,36,8779.0,316044.0,25.5,Kemarau,Ya,Tidak,83,50,18,8483,QRIS,3.7
2025-07-27,Boyolali Kota,Susu Segar,Susu Cair,Toko Modern,Online,56,,,24.0,Kemarau,Ya,Tidak,81,22,6,3379,Tunai,3.2
2025-07-28,Selo,Permen Susu,Snack,Warung,Offline,20,5014.0,100280.0,27.0,Kemarau,Tidak,Tidak,66,47,21,10637,QRIS,3.9
2025-07-28,Boyolali Kota,Keju Mozzarella,Olahan,Warung,Titip Jual,39,28266.0,1102374.0,27.0,Kemarau,Tidak,Tidak,104,63,4,3158,Tunai,3.8
2025-07-28,Mojosongo,Keju Mozzarella,Olahan,Toko Modern,Titip Jual,29,28803.0,835287.0,27.0,Kemarau,Tidak,Tidak,80,48,5,3482,QRIS,3.7
2025-07-28,Musuk,Es Krim,Snack,Pasar Tradisional,Offline,58,6864.0,398112.0,27.0,Kemarau,Tidak,Tidak,93,34,14,7022,Transfer,4.1
2025-07-29,Mojosongo,Keju Mozzarella,Olahan,Warung,Online,19,29402.0,558638.0,30.5,Kemarau,Tidak,Tidak,45,25,7,4238,Tunai,4.6
2025-07-29,Cepogo,Susu Segar,Susu Cair,Restoran/Kafe,Titip Jual,90,12239.0,1101510.0,30.5,Kemarau,Tidak,Tidak,161,70,16,7968,Tunai,3.5
2025-07-29,Ampel,Yogurt,Olahan,Warung,Offline,39,9923.0,386997.0,30.5,Kemarau,Tidak,Tidak,82,44,14,7464,Tunai,4.6
2025-07-30,Ampel,Es Krim,Snack,Toko Modern,Offline,66,7064.0,466224.0,27.0,Kemarau,Tidak,Tidak,118,53,13,6237,Transfer,5.0
2025-07-30,Cepogo,Susu UHT,Susu Cair,Restoran/Kafe,Offline,46,8002.0,368092.0,27.0,Kemarau,Tidak,Tidak,103,59,17,9123,Tunai,4.6
2025-07-30,Musuk,Susu Segar,Susu Cair,Toko Modern,Offline,63,11830.0,745290.0,27.0,Kemarau,Tidak,Tidak,94,32,18,10235,QRIS,3.8
2025-07-31,Musuk,Keju Mozzarella,Olahan,Warung,Offline,27,27526.0,743202.0,29.5,Kemarau,Tidak,Tidak,69,43,19,9727,Tunai,4.2
2025-07-31,Selo,Yogurt,Olahan,Warung,Offline,43,9677.0,416111.0,29.5,Kemarau,Tidak,Tidak,121,81,25,12232,Tunai,4.7
2025-07-31,Cepogo,Susu Segar,Susu Cair,Restoran/Kafe,Online,87,11790.0,1025730.0,29.5,Kemarau,Tidak,Tidak,126,41,21,9729,Transfer,4.3
2025-08-01,Cepogo,Yogurt,Olahan,Pasar Tradisional,Offline,50,10466.0,523300.0,29.9,Kemarau,Tidak,Tidak,118,70,16,6633,Transfer,4.9
2025-08-01,Ampel,Es Krim,Snack,Toko Modern,Offline,69,7404.0,510876.0,29.9,Kemarau,Tidak,Tidak,118,54,14,8021,QRIS,4.4
2025-08-01,Mojosongo,Es Krim,Snack,Warung,Titip Jual,67,6931.0,464377.0,29.9,Kemarau,Tidak,Tidak,137,73,5,3308,Tunai,4.0
2025-08-02,Mojosongo,Keju Mozzarella,Olahan,Toko Modern,Offline,64,22960.0,1469440.0,26.3,Kemarau,Ya,Ya,90,23,8,4786,QRIS,3.8
2025-08-02,Mojosongo,Yogurt,Olahan,Restoran/Kafe,Offline,52,9881.0,513812.0,26.3,Kemarau,Ya,Tidak,98,44,10,5665,Tunai,4.0
2025-08-03,Mojosongo,Permen Susu,Snack,Pasar Tradisional,Online,44,4921.0,216524.0,27.6,Kemarau,Ya,Tidak,117,71,5,2635,QRIS,4.1
2025-08-03,Cepogo,Susu UHT,Susu Cair,Warung,Offline,35,7904.0,276640.0,27.6,Kemarau,Ya,Ya,85,50,20,9594,Tunai,4.6
2025-08-04,Mojosongo,Yogurt,Olahan,Pasar Tradisional,Offline,44,10691.0,470404.0,25.5,Kemarau,Tidak,Tidak,63,20,7,4291,QRIS,4.5
2025-08-04,Cepogo,Yogurt,Olahan,Warung,Online,64,9927.0,635328.0,25.5,Kemarau,Tidak,Tidak,80,19,15,7038,Tunai,4.4
2025-08-05,Mojosongo,Keju Mozzarella,Olahan,Warung,Offline,15,27512.0,412680.0,28.1,Kemarau,Tidak,Tidak,40,25,11,5704,Tunai,4.7
2025-08-05,Selo,Susu UHT,Susu Cair,Toko Modern,Offline,41,8063.0,330583.0,28.1,Kemarau,Tidak,Tidak,119,75,23,10519,Tunai,4.6
2025-08-05,Boyolali Kota,Permen Susu,Snack,Warung,Titip Jual,34,4927.0,167518.0,28.1,Kemarau,Tidak,Tidak,76,46,3,3358,QRIS,4.0
2025-08-05,Cepogo,Susu Segar,Susu Cair,Warung,Online,87,11160.0,970920.0,28.1,Kemarau,Tidak,Ya,127,43,17,8596,Transfer,4.6
2025-08-06,Musuk,Susu UHT,Susu Cair,Warung,Titip Jual,33,8669.0,286077.0,24.7,Kemarau,Tidak,Tidak,111,79,15,7475,Tunai,4.1
2025-08-06,Selo,Keju Mozzarella,Olahan,Warung,Titip Jual,23,29519.0,678937.0,24.7,Kemarau,Tidak,Tidak,59,33,19,9784,Tunai,4.6
2025-08-07,Mojosongo,Permen Susu,Snack,Pasar Tradisional,Offline,42,4650.0,195300.0,28.6,Kemarau,Tidak,Ya,64,20,6,3700,Tunai,4.5
2025-08-07,Boyolali Kota,Susu Segar,Susu Cair,Pasar Tradisional,Online,75,11549.0,866175.0,28.6,Kemarau,Tidak,Tidak,95,23,4,2960,Tunai,4.8
2025-08-07,Ampel,Susu Segar,Susu Cair,Pasar Tradisional,Offline,75,12484.0,936300.0,28.6,Kemarau,Tidak,Tidak,153,77,14,8306,Tunai,4.5
2025-08-08,Boyolali Kota,Susu Segar,Susu Cair,Toko Modern,Offline,72,11793.0,849096.0,25.8,Kemarau,Tidak,Tidak,98,27,5,3402,Transfer,4.7
2025-08-08,Mojosongo,Es Krim,Snack,Restoran/Kafe,Offline,57,6953.0,396321.0,25.8,Kemarau,Tidak,Tidak,100,46,7,4543,Tunai,4.3
2025-08-08,Selo,Yogurt,Olahan,Pasar Tradisional,Offline,29,10177.0,295133.0,25.8,Kemarau,Tidak,Tidak,76,46,21,10133,Tunai,4.3
2025-08-09,Selo,Susu Segar,Susu Cair,Pasar Tradisional,Online,65,12131.0,788515.0,26.6,Kemarau,Ya,Tidak,103,39,19,9712,Transfer,3.9
2025-08-09,Selo,Susu UHT,Susu Cair,Toko Modern,Offline,48,8537.0,409776.0,26.6,Kemarau,Ya,Tidak,76,27,23,10636,Tunai,4.0
2025-08-10,Boyolali Kota,Permen Susu,Snack,Pasar Tradisional,Online,37,5102.0,188774.0,28.8,Kemarau,Ya,Tidak,90,56,4,3953,Tunai,4.2
2025-08-10,Ampel,Es Krim,Snack,Warung,Offline,62,6978.0,432636.0,28.8,Kemarau,Ya,Tidak,78,15,13,6001,Transfer,5.0
2025-08-11,Ampel,Permen Susu,Snack,Restoran/Kafe,Offline,34,4977.0,169218.0,28.2,Kemarau,Tidak,Tidak,93,60,13,8122,QRIS,4.4
2025-08-11,Mojosongo,Yogurt,Olahan,Pasar Tradisional,Online,50,9300.0,465000.0,28.2,Kemarau,Tidak,Ya,71,19,9,5716,Tunai,4.6
2025-08-11,Selo,Es Krim,Snack,Warung,Offline,59,7157.0,422263.0,28.2,Kemarau,Tidak,Tidak,117,60,22,10236,Transfer,4.4
